"","Indicator_Code","Indicator_Name","Num_of_Countries","Num_of_Years","FirstYear","LastYear"
"1082","SH.CON.1524.MA.ZS","Condom use, population ages 15-24, male (% of males ages 15-24)",66,21,"1994","2014"
"1083","SH.DTH.0514","Number of deaths ages 5-14 years",239,5,"1990","2016"
"1084","SH.DTH.COMM.ZS","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",229,4,"2000","2015"
"1085","SH.DTH.IMRT","Number of infant deaths",239,57,"1960","2016"
"1086","SH.DTH.INJR.ZS","Cause of death, by injury (% of total)",229,4,"2000","2015"
"1087","SH.DTH.MORT","Number of under-five deaths",239,57,"1960","2016"
"1088","SH.DTH.NCOM.ZS","Cause of death, by non-communicable diseases (% of total)",229,4,"2000","2015"
"1089","SH.DTH.NMRT","Number of neonatal deaths",239,57,"1960","2016"
"1090","SH.DYN.0514","Probability of dying at age 5-14 years (per 1,000 children age 5)",239,5,"1990","2016"
"1091","SH.DYN.AIDS.FE.ZS","Women's share of population ages 15+ living with HIV (%)",160,27,"1990","2016"
"1092","SH.DYN.AIDS.ZS","Prevalence of HIV, total (% of population ages 15-49)",162,27,"1990","2016"
"1093","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)",239,57,"1960","2016"
"1094","SH.DYN.MORT.FE","Mortality rate, under-5, female (per 1,000 live births)",239,5,"1990","2016"
"1095","SH.DYN.MORT.MA","Mortality rate, under-5, male (per 1,000 live births)",239,5,"1990","2016"
"1096","SH.DYN.NCOM.ZS","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",229,4,"2000","2015"
"1097","SH.DYN.NMRT","Mortality rate, neonatal (per 1,000 live births)",239,57,"1960","2016"
"1098","SH.FPL.SATM.ZS","Demand for family planning satisfied by modern methods (% of married women with demand for family planning)",175,31,"1986","2016"
"1099","SH.H2O.BASW.RU.ZS","People using basic drinking water services, rural (% of rural population)",217,16,"2000","2015"
"1100","SH.H2O.BASW.UR.ZS","People using basic drinking water services, urban (% of urban population)",224,16,"2000","2015"
"1101","SH.H2O.BASW.ZS","People using basic drinking water services (% of population)",261,16,"2000","2015"
"1102","SH.H2O.SAFE.RU.ZS","Improved water source, rural (% of rural population with access)",245,26,"1990","2015"
"1103","SH.H2O.SAFE.UR.ZS","Improved water source, urban (% of urban population with access)",249,26,"1990","2015"
"1104","SH.H2O.SAFE.ZS","Improved water source (% of population with access)",249,26,"1990","2015"
"1105","SH.H2O.SMDW.RU.ZS","People using safely managed drinking water services, rural (% of rural population)",26,16,"2000","2015"
"1106","SH.H2O.SMDW.UR.ZS","People using safely managed drinking water services, urban (% of urban population)",54,16,"2000","2015"
"1107","SH.H2O.SMDW.ZS","People using safely managed drinking water services (% of population)",108,16,"2000","2015"
"1108","SH.HIV.0014","Children (0-14) living with HIV",104,27,"1990","2016"
"1109","SH.HIV.1524.FE.ZS","Prevalence of HIV, female (% ages 15-24)",160,27,"1990","2016"
"1110","SH.HIV.1524.MA.ZS","Prevalence of HIV, male (% ages 15-24)",160,27,"1990","2016"
"1111","SH.HIV.ARTC.ZS","Antiretroviral therapy coverage (% of people living with HIV)",159,17,"2000","2016"
"1112","SH.HIV.INCD","Adults (ages 15+) newly infected with HIV",133,27,"1990","2016"
"1113","SH.HIV.INCD.14","Children (ages 0-14) newly infected with HIV",105,27,"1990","2016"
"1114","SH.HIV.INCD.TL","Adults (ages 15+) and children (ages 0-14) newly infected with HIV",132,27,"1990","2016"
"1115","SH.HIV.INCD.ZS","Incidence of HIV (% of uninfected population ages 15-49)",162,27,"1990","2016"
"1116","SH.HIV.PMTC.ZS","Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV)",125,7,"2010","2016"
"1117","SH.IMM.HEPB","Immunization, HepB3 (% of one-year-old children)",229,28,"1989","2016"
"1118","SH.IMM.IDPT","Immunization, DPT (% of children ages 12-23 months)",238,37,"1980","2016"
"1119","SH.IMM.MEAS","Immunization, measles (% of children ages 12-23 months)",238,37,"1980","2016"
"1120","SH.MED.BEDS.ZS","Hospital beds (per 1,000 people)",245,55,"1960","2014"
"1121","SH.MED.CMHW.P3","Community health workers (per 1,000 people)",68,24,"1990","2013"
"1122","SH.MED.NUMW.P3","Nurses and midwives (per 1,000 people)",238,26,"1990","2015"
"1123","SH.MED.PHYS.ZS","Physicians (per 1,000 people)",253,56,"1960","2015"
"1124","SH.MED.SAOP.P5","Specialist surgical workforce (per 100,000 population)",219,9,"2008","2016"
"1125","SH.MLR.INCD.P3","Incidence of malaria (per 1,000 population at risk)",127,4,"2000","2015"
"1126","SH.MLR.NETS.ZS","Use of insecticide-treated bed nets (% of under-5 population)",71,18,"1999","2016"
"1127","SH.MLR.TRET.ZS","Children with fever receiving antimalarial drugs (% of children under age 5 with fever)",81,19,"1998","2016"
"1128","SH.MMR.DTHS","Number of maternal deaths",229,26,"1990","2015"
"1129","SH.MMR.RISK","Lifetime risk of maternal death (1 in: rate varies by country)",229,26,"1990","2015"
"1130","SH.MMR.RISK.ZS","Lifetime risk of maternal death (%)",229,26,"1990","2015"
"1131","SH.PRG.ANEM","Prevalence of anemia among pregnant women (%)",234,27,"1990","2016"
"1132","SH.PRV.SMOK.FE","Smoking prevalence, females (% of adults)",162,5,"2000","2015"
"1133","SH.PRV.SMOK.MA","Smoking prevalence, males (% of adults)",160,5,"2000","2015"
"1134","SH.SGR.CRSK.ZS","Risk of catastrophic expenditure for surgical care (% of people at risk)",232,1,"2014","2014"
"1135","SH.SGR.IRSK.ZS","Risk of impoverishing expenditure for surgical care (% of people at risk)",232,1,"2014","2014"
"1136","SH.SGR.PROC.P5","Number of surgical procedures (per 100,000 population)",65,6,"2010","2015"
"1137","SH.STA.ACSN","Improved sanitation facilities (% of population with access)",248,26,"1990","2015"
"1138","SH.STA.ACSN.RU","Improved sanitation facilities, rural (% of rural population with access)",245,26,"1990","2015"
"1139","SH.STA.ACSN.UR","Improved sanitation facilities, urban (% of urban population with access)",248,26,"1990","2015"
"1140","SH.STA.ANVC.ZS","Pregnant women receiving prenatal care (%)",206,32,"1984","2016"
"1141","SH.STA.ARIC.ZS","ARI treatment (% of children under 5 taken to a health provider)",135,27,"1990","2016"
"1142","SH.STA.BASS.RU.ZS","People using basic sanitation services, rural (% of rural population)",216,16,"2000","2015"
"1143","SH.STA.BASS.UR.ZS","People using basic sanitation services, urban  (% of urban population)",222,16,"2000","2015"
"1144","SH.STA.BASS.ZS","People using basic sanitation services (% of population)",258,16,"2000","2015"
"1145","SH.STA.BFED.ZS","Exclusive breastfeeding (% of children under 6 months)",178,25,"1987","2015"
"1146","SH.STA.BRTC.ZS","Births attended by skilled health staff (% of total)",246,33,"1984","2016"
"1147","SH.STA.BRTW.ZS","Low-birthweight babies (% of births)",240,23,"1990","2012"
"1148","SH.STA.DIAB.ZS","Diabetes prevalence (% of population ages 20 to 79)",253,1,"2017","2017"
"1149","SH.STA.FGMS.ZS","Female genital mutilation prevalence (%)",28,23,"1990","2016"
"1150","SH.STA.MALN.FE.ZS","Prevalence of underweight, weight for age, female (% of children under 5)",139,38,"1970","2015"
"1151","SH.STA.MALN.MA.ZS","Prevalence of underweight, weight for age, male (% of children under 5)",140,38,"1970","2015"
"1152","SH.STA.MALN.ZS","Prevalence of underweight, weight for age (% of children under 5)",169,48,"1966","2016"
"1153","SH.STA.MMRT","Maternal mortality ratio (modeled estimate, per 100,000 live births)",229,26,"1990","2015"
"1154","SH.STA.MMRT.NE","Maternal mortality ratio (national estimate, per 100,000 live births)",183,39,"1961","2016"
"1155","SH.STA.ODFC.RU.ZS","People practicing open defecation, rural (% of rural population)",216,16,"2000","2015"
"1156","SH.STA.ODFC.UR.ZS","People practicing open defecation, urban (% of urban population)",222,16,"2000","2015"
"1157","SH.STA.ODFC.ZS","People practicing open defecation (% of population)",258,16,"2000","2015"
"1158","SH.STA.ORCF.ZS","Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)",130,31,"1986","2016"
"1159","SH.STA.ORTH","Diarrhea treatment (% of children under 5 who received ORS packet)",183,32,"1985","2016"
"1160","SH.STA.OWGH.FE.ZS","Prevalence of overweight, weight for height, female (% of children under 5)",137,38,"1970","2015"
"1161","SH.STA.OWGH.MA.ZS","Prevalence of overweight, weight for height, male (% of children under 5)",138,38,"1970","2015"
"1162","SH.STA.OWGH.ZS","Prevalence of overweight, weight for height (% of children under 5)",167,46,"1969","2016"
"1163","SH.STA.SMSS.RU.ZS","People using safely managed sanitation services, rural (% of rural population)",42,16,"2000","2015"
"1164","SH.STA.SMSS.UR.ZS","People using safely managed sanitation services, urban  (% of urban population)",88,16,"2000","2015"
"1165","SH.STA.SMSS.ZS","People using safely managed sanitation services (% of population)",101,16,"2000","2015"
"1166","SH.STA.STNT.FE.ZS","Prevalence of stunting, height for age, female (% of children under 5)",138,38,"1970","2015"
"1167","SH.STA.STNT.MA.ZS","Prevalence of stunting, height for age, male (% of children under 5)",139,38,"1970","2015"
"1168","SH.STA.STNT.ZS","Prevalence of stunting, height for age (% of children under 5)",169,48,"1966","2016"
"1169","SH.STA.SUIC.P5","Suicide mortality rate (per 100,000 population)",231,4,"2000","2015"
"1170","SH.STA.TRAF.P5","Mortality caused by road traffic injury (per 100,000 people)",231,4,"2000","2015"
"1171","SH.STA.WAST.FE.ZS","Prevalence of wasting, weight for height, female (% of children under 5)",137,38,"1970","2015"
"1172","SH.STA.WAST.MA.ZS","Prevalence of wasting, weight for height, male (% of children under 5)",138,38,"1970","2015"
"1173","SH.STA.WAST.ZS","Prevalence of wasting, weight for height (% of children under 5)",169,48,"1966","2016"
"1174","SH.SVR.WAST.FE.ZS","Prevalence of severe wasting, weight for height, female (% of children under 5)",135,38,"1970","2015"
"1175","SH.SVR.WAST.MA.ZS","Prevalence of severe wasting, weight for height, male (% of children under 5)",136,38,"1970","2015"
"1176","SH.SVR.WAST.ZS","Prevalence of severe wasting, weight for height (% of children under 5)",154,39,"1970","2016"
"1177","SH.TBS.CURE.ZS","Tuberculosis treatment success rate (% of new cases)",225,16,"2000","2015"
"1178","SH.TBS.DTEC.ZS","Tuberculosis case detection rate (%, all forms)",228,17,"2000","2016"
"1179","SH.TBS.INCD","Incidence of tuberculosis (per 100,000 people)",229,17,"2000","2016"
"1180","SH.UHC.CONS.TO","Number of people pushed below the 50% median consumption poverty line by out-of-pocket health care expenditure",124,27,"1984","2015"
"1181","SH.UHC.CONS.ZS","Proportion of population pushed below the 50% median consumption poverty line by out-of-pocket health care expenditure (%)",124,27,"1984","2015"
"1182","SH.UHC.NOP1.CG","Increase in poverty gap at dollar1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD)",120,27,"1984","2015"
"1183","SH.UHC.NOP1.TO","Number of people pushed below the dollar1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure",125,27,"1984","2015"
"1184","SH.UHC.NOP1.ZG","Increase in poverty gap at dollar1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line)",120,27,"1984","2015"
"1185","SH.UHC.NOP1.ZS","Proportion of population pushed below the dollar1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",125,27,"1984","2015"
"1186","SH.UHC.NOP2.CG","Increase in poverty gap at dollar3.10 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD)",120,27,"1984","2015"
"1187","SH.UHC.NOP2.TO","Number of people pushed below the dollar3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure",125,27,"1984","2015"
"1188","SH.UHC.NOP2.ZG","Increase in poverty gap at dollar3.10 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line)",120,27,"1984","2015"
"1189","SH.UHC.NOP2.ZS","Proportion of population pushed below the dollar3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",125,27,"1984","2015"
"1190","SH.UHC.OOPC.10.TO","Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure",136,29,"1984","2015"
"1191","SH.UHC.OOPC.10.ZS","Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%)",136,29,"1984","2015"
"1192","SH.UHC.OOPC.25.TO","Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure",136,29,"1984","2015"
"1193","SH.UHC.OOPC.25.ZS","Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%)",136,29,"1984","2015"
"1194","SH.VAC.TTNS.ZS","Newborns protected against tetanus (%)",135,37,"1980","2016"
"1195","SH.XPD.EXTR.ZS","External resources for health (% of total expenditure on health)",218,20,"1995","2014"
"1196","SH.XPD.OOPC.TO.ZS","Out-of-pocket health expenditure (% of total expenditure on health)",236,20,"1995","2014"
"1197","SH.XPD.OOPC.ZS","Out-of-pocket health expenditure (% of private expenditure on health)",236,20,"1995","2014"
"1198","SH.XPD.PCAP","Health expenditure per capita (current USdollar)",236,20,"1995","2014"
"1199","SH.XPD.PCAP.PP.KD","Health expenditure per capita, PPP (constant 2011 international dollar)",236,20,"1995","2014"
"1200","SH.XPD.PRIV.ZS","Health expenditure, private (% of GDP)",236,20,"1995","2014"
"1201","SH.XPD.PUBL","Health expenditure, public (% of total health expenditure)",236,20,"1995","2014"
"1202","SH.XPD.PUBL.GX.ZS","Health expenditure, public (% of government expenditure)",220,20,"1995","2014"
"1203","SH.XPD.PUBL.ZS","Health expenditure, public (% of GDP)",236,20,"1995","2014"
"1204","SH.XPD.TOTL.ZS","Health expenditure, total (% of GDP)",236,20,"1995","2014"
"1205","SI.DST.02ND.20","Income share held by second 20%",163,37,"1979","2015"
"1206","SI.DST.03RD.20","Income share held by third 20%",163,37,"1979","2015"
"1207","SI.DST.04TH.20","Income share held by fourth 20%",163,37,"1979","2015"
"1208","SI.DST.05TH.20","Income share held by highest 20%",163,37,"1979","2015"
"1209","SI.DST.10TH.10","Income share held by highest 10%",163,37,"1979","2015"
"1210","SI.DST.FRST.10","Income share held by lowest 10%",163,37,"1979","2015"
"1211","SI.DST.FRST.20","Income share held by lowest 20%",163,37,"1979","2015"
"1212","SI.POV.DDAY","Poverty headcount ratio at dollar1.90 a day (2011 PPP) (% of population)",177,38,"1979","2016"
"1213","SI.POV.GAPS","Poverty gap at dollar1.90 a day (2011 PPP) (%)",177,39,"1977","2016"
"1214","SI.POV.GINI","GINI index (World Bank estimate)",163,37,"1979","2015"
"1215","SI.POV.LMIC","Poverty headcount ratio at dollar3.20 a day (2011 PPP) (% of population)",177,39,"1977","2016"
"1216","SI.POV.LMIC.GP","Poverty gap at dollar3.20 a day (2011 PPP) (% of population)",177,39,"1977","2016"
"1217","SI.POV.NAGP","Poverty gap at national poverty lines (%)",88,24,"1992","2015"
"1218","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)",134,30,"1985","2016"
"1219","SI.POV.RUGP","Rural poverty gap at national poverty lines (%)",74,24,"1992","2015"
"1220","SI.POV.RUHC","Rural poverty headcount ratio at national poverty lines (% of rural population)",95,28,"1985","2015"
"1221","SI.POV.UMIC","Poverty headcount ratio at dollar5.50 a day (2011 PPP) (% of population)",177,39,"1977","2016"
"1222","SI.POV.UMIC.GP","Poverty gap at dollar5.50 a day (2011 PPP) (% of population)",177,39,"1977","2016"
"1223","SI.POV.URGP","Urban poverty gap at national poverty lines (%)",74,24,"1992","2015"
"1224","SI.POV.URHC","Urban poverty headcount ratio at national poverty lines (% of urban population)",97,28,"1985","2015"
"1225","SI.SPR.PC40","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP dollar per day)",92,11,"2006","2016"
"1226","SI.SPR.PC40.ZG","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",95,7,"2010","2016"
"1227","SI.SPR.PCAP","Survey mean consumption or income per capita, total population (2011 PPP dollar per day)",92,11,"2006","2016"
"1228","SI.SPR.PCAP.ZG","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",95,7,"2010","2016"
"1229","SL.AGR.0714.FE.ZS","Child employment in agriculture, female (% of female economically active children ages 7-14)",63,18,"1998","2015"
"1230","SL.AGR.0714.MA.ZS","Child employment in agriculture, male (% of male economically active children ages 7-14)",63,18,"1998","2015"
"1231","SL.AGR.0714.ZS","Child employment in agriculture (% of economically active children ages 7-14)",63,18,"1998","2015"
"1232","SL.AGR.EMPL.FE.ZS","Employment in agriculture, female (% of female employment) (modeled ILO estimate)",232,27,"1991","2017"
"1233","SL.AGR.EMPL.MA.ZS","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",232,27,"1991","2017"
"1234","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment) (modeled ILO estimate)",232,27,"1991","2017"
"1235","SL.EMP.1524.SP.FE.NE.ZS","Employment to population ratio, ages 15-24, female (%) (national estimate)",186,57,"1960","2016"
"1236","SL.EMP.1524.SP.FE.ZS","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",232,27,"1991","2017"
"1237","SL.EMP.1524.SP.MA.NE.ZS","Employment to population ratio, ages 15-24, male (%) (national estimate)",186,57,"1960","2016"
"1238","SL.EMP.1524.SP.MA.ZS","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",232,27,"1991","2017"
"1239","SL.EMP.1524.SP.NE.ZS","Employment to population ratio, ages 15-24, total (%) (national estimate)",189,57,"1960","2016"
"1240","SL.EMP.1524.SP.ZS","Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",232,27,"1991","2017"
"1241","SL.EMP.INSV.FE.ZS","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)",239,24,"1990","2013"
"1242","SL.EMP.MPYR.FE.ZS","Employers, female (% of female employment) (modeled ILO estimate)",232,27,"1991","2017"
"1243","SL.EMP.MPYR.MA.ZS","Employers, male (% of male employment) (modeled ILO estimate)",232,27,"1991","2017"
"1244","SL.EMP.MPYR.ZS","Employers, total (% of total employment) (modeled ILO estimate)",232,27,"1991","2017"
"1245","SL.EMP.SELF.FE.ZS","Self-employed, female (% of female employment) (modeled ILO estimate)",232,27,"1991","2017"
"1246","SL.EMP.SELF.MA.ZS","Self-employed, male (% of male employment) (modeled ILO estimate)",232,27,"1991","2017"
"1247","SL.EMP.SELF.ZS","Self-employed, total (% of total employment) (modeled ILO estimate)",232,27,"1991","2017"
"1248","SL.EMP.SMGT.FE.ZS","Female share of employment in senior and middle management (%)",78,17,"2000","2016"
"1249","SL.EMP.TOTL.SP.FE.NE.ZS","Employment to population ratio, 15+, female (%) (national estimate)",217,57,"1960","2016"
"1250","SL.EMP.TOTL.SP.FE.ZS","Employment to population ratio, 15+, female (%) (modeled ILO estimate)",232,27,"1991","2017"
"1251","SL.EMP.TOTL.SP.MA.NE.ZS","Employment to population ratio, 15+, male (%) (national estimate)",217,57,"1960","2016"
"1252","SL.EMP.TOTL.SP.MA.ZS","Employment to population ratio, 15+, male (%) (modeled ILO estimate)",232,27,"1991","2017"
"1253","SL.EMP.TOTL.SP.NE.ZS","Employment to population ratio, 15+, total (%) (national estimate)",234,57,"1960","2016"
"1254","SL.EMP.TOTL.SP.ZS","Employment to population ratio, 15+, total (%) (modeled ILO estimate)",232,27,"1991","2017"
"1255","SL.EMP.VULN.FE.ZS","Vulnerable employment, female (% of female employment) (modeled ILO estimate)",232,27,"1991","2017"
"1256","SL.EMP.VULN.MA.ZS","Vulnerable employment, male (% of male employment) (modeled ILO estimate)",232,27,"1991","2017"
"1257","SL.EMP.VULN.ZS","Vulnerable employment, total (% of total employment) (modeled ILO estimate)",232,27,"1991","2017"
"1258","SL.EMP.WORK.FE.ZS","Wage and salaried workers, female (% of female employment)",232,27,"1991","2017"
"1259","SL.EMP.WORK.MA.ZS","Wage and salaried workers, male (% of male employment)",232,27,"1991","2017"
"1260","SL.EMP.WORK.ZS","Wage and salaried workers, total (% of total employment)",232,27,"1991","2017"
"1261","SL.FAM.0714.FE.ZS","Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",94,15,"1999","2015"
"1262","SL.FAM.0714.MA.ZS","Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",94,15,"1999","2015"
"1263","SL.FAM.0714.ZS","Children in employment, unpaid family workers (% of children in employment, ages 7-14)",94,15,"1999","2015"
"1264","SL.FAM.WORK.FE.ZS","Contributing family workers, female (% of female employment)",232,27,"1991","2017"
"1265","SL.FAM.WORK.MA.ZS","Contributing family workers, male (% of male employment)",232,27,"1991","2017"
"1266","SL.FAM.WORK.ZS","Contributing family workers, total (% of total employment)",232,27,"1991","2017"
"1267","SL.GDP.PCAP.EM.KD","GDP per person employed (constant 2011 PPP dollar)",230,27,"1991","2017"
"1268","SL.IND.EMPL.FE.ZS","Employment in industry, female (% of female employment) (modeled ILO estimate)",232,27,"1991","2017"
"1269","SL.IND.EMPL.MA.ZS","Employment in industry, male (% of male employment) (modeled ILO estimate)",232,27,"1991","2017"
"1270","SL.IND.EMPL.ZS","Employment in industry (% of total employment) (modeled ILO estimate)",232,27,"1991","2017"
"1271","SL.ISV.IFRM.FE.ZS","Informal employment, female (% of total non-agricultural employment)",42,13,"2004","2016"
"1272","SL.ISV.IFRM.MA.ZS","Informal employment, male (% of total non-agricultural employment)",42,13,"2004","2016"
"1273","SL.ISV.IFRM.ZS","Informal employment (% of total non-agricultural employment)",42,13,"2004","2016"
"1274","SL.MNF.0714.FE.ZS","Child employment in manufacturing, female (% of female economically active children ages 7-14)",61,18,"1998","2015"
"1275","SL.MNF.0714.MA.ZS","Child employment in manufacturing, male (% of male economically active children ages 7-14)",61,18,"1998","2015"
"1276","SL.MNF.0714.ZS","Child employment in manufacturing (% of economically active children ages 7-14)",63,18,"1998","2015"
"1277","SL.SLF.0714.FE.ZS","Children in employment, self-employed, female (% of female children in employment, ages 7-14)",56,15,"1999","2015"
"1278","SL.SLF.0714.MA.ZS","Children in employment, self-employed, male (% of male children in employment, ages 7-14)",56,15,"1999","2015"
"1279","SL.SLF.0714.ZS","Children in employment, self-employed (% of children in employment, ages 7-14)",56,15,"1999","2015"
"1280","SL.SRV.0714.FE.ZS","Child employment in services, female (% of female economically active children ages 7-14)",63,18,"1998","2015"
"1281","SL.SRV.0714.MA.ZS","Child employment in services, male (% of male economically active children ages 7-14)",63,18,"1998","2015"
"1282","SL.SRV.0714.ZS","Child employment in services (% of economically active children ages 7-14)",63,18,"1998","2015"
"1283","SL.SRV.EMPL.FE.ZS","Employment in services, female (% of female employment) (modeled ILO estimate)",232,27,"1991","2017"
"1284","SL.SRV.EMPL.MA.ZS","Employment in services, male (% of male employment) (modeled ILO estimate)",232,27,"1991","2017"
"1285","SL.SRV.EMPL.ZS","Employment in services (% of total employment) (modeled ILO estimate)",232,27,"1991","2017"
"1286","SL.TLF.0714.FE.ZS","Children in employment, female (% of female children ages 7-14)",100,20,"1994","2015"
"1287","SL.TLF.0714.MA.ZS","Children in employment, male (% of male children ages 7-14)",100,20,"1994","2015"
"1288","SL.TLF.0714.SW.FE.TM","Average working hours of children, study and work, female, ages 7-14 (hours per week)",93,14,"1999","2015"
"1289","SL.TLF.0714.SW.FE.ZS","Children in employment, study and work, female (% of female children in employment, ages 7-14)",101,18,"1994","2015"
"1290","SL.TLF.0714.SW.MA.TM","Average working hours of children, study and work, male, ages 7-14 (hours per week)",93,14,"1999","2015"
"1291","SL.TLF.0714.SW.MA.ZS","Children in employment, study and work, male (% of male children in employment, ages 7-14)",101,18,"1994","2015"
"1292","SL.TLF.0714.SW.TM","Average working hours of children, study and work, ages 7-14 (hours per week)",93,14,"1999","2015"
"1293","SL.TLF.0714.SW.ZS","Children in employment, study and work (% of children in employment, ages 7-14)",100,20,"1994","2015"
"1294","SL.TLF.0714.WK.FE.TM","Average working hours of children, working only, female, ages 7-14 (hours per week)",86,14,"1999","2015"
"1295","SL.TLF.0714.WK.FE.ZS","Children in employment, work only, female (% of female children in employment, ages 7-14)",101,18,"1994","2015"
"1296","SL.TLF.0714.WK.MA.TM","Average working hours of children, working only, male, ages 7-14 (hours per week)",88,14,"1999","2015"
"1297","SL.TLF.0714.WK.MA.ZS","Children in employment, work only, male (% of male children in employment, ages 7-14)",101,18,"1994","2015"
"1298","SL.TLF.0714.WK.TM","Average working hours of children, working only, ages 7-14 (hours per week)",88,14,"1999","2015"
"1299","SL.TLF.0714.WK.ZS","Children in employment, work only (% of children in employment, ages 7-14)",100,20,"1994","2015"
"1300","SL.TLF.0714.ZS","Children in employment, total (% of children ages 7-14)",100,20,"1994","2015"
"1301","SL.TLF.ACTI.1524.FE.NE.ZS","Labor force participation rate for ages 15-24, female (%) (national estimate)",234,57,"1960","2016"
"1302","SL.TLF.ACTI.1524.FE.ZS","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",233,28,"1990","2017"
"1303","SL.TLF.ACTI.1524.MA.NE.ZS","Labor force participation rate for ages 15-24, male (%) (national estimate)",234,57,"1960","2016"
"1304","SL.TLF.ACTI.1524.MA.ZS","Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",233,28,"1990","2017"
"1305","SL.TLF.ACTI.1524.NE.ZS","Labor force participation rate for ages 15-24, total (%) (national estimate)",236,57,"1960","2016"
"1306","SL.TLF.ACTI.1524.ZS","Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",233,28,"1990","2017"
"1307","SL.TLF.ADVN.FE.ZS","Labor force with advanced education, female (% of female working-age population with advanced education)",139,27,"1990","2016"
"1308","SL.TLF.ADVN.MA.ZS","Labor force with advanced education, male (% of male working-age population with advanced education)",139,27,"1990","2016"
"1309","SL.TLF.ADVN.ZS","Labor force with advanced education (% of total working-age population with advanced education)",139,27,"1990","2016"
"1310","SL.TLF.BASC.FE.ZS","Labor force with basic education, female (% of female working-age population with basic education)",139,27,"1990","2016"
"1311","SL.TLF.BASC.MA.ZS","Labor force with basic education, male (% of male working-age population with basic education)",139,27,"1990","2016"
"1312","SL.TLF.BASC.ZS","Labor force with basic education (% of total working-age population with basic education)",139,27,"1990","2016"
"1313","SL.TLF.CACT.FE.NE.ZS","Labor force participation rate, female (% of female population ages 15+) (national estimate)",241,57,"1960","2016"
"1314","SL.TLF.CACT.FE.ZS","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",233,28,"1990","2017"
"1315","SL.TLF.CACT.FM.NE.ZS","Ratio of female to male labor force participation rate (%) (national estimate)",241,57,"1960","2016"
"1316","SL.TLF.CACT.FM.ZS","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)",233,28,"1990","2017"
"1317","SL.TLF.CACT.MA.NE.ZS","Labor force participation rate, male (% of male population ages 15+) (national estimate)",241,57,"1960","2016"
"1318","SL.TLF.CACT.MA.ZS","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",233,28,"1990","2017"
"1319","SL.TLF.CACT.NE.ZS","Labor force participation rate, total (% of total population ages 15+) (national estimate)",245,57,"1960","2016"
"1320","SL.TLF.CACT.ZS","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",233,28,"1990","2017"
"1321","SL.TLF.INTM.FE.ZS","Labor force with intermediate education, female (% of female working-age population with intermediate education)",141,27,"1990","2016"
"1322","SL.TLF.INTM.MA.ZS","Labor force with intermediate education, male (% of male working-age population with intermediate education)",141,27,"1990","2016"
"1323","SL.TLF.INTM.ZS","Labor force with intermediate education (% of total working-age population with intermediate education)",141,27,"1990","2016"
"1324","SL.TLF.TOTL.FE.ZS","Labor force, female (% of total labor force)",233,28,"1990","2017"
"1325","SL.TLF.TOTL.IN","Labor force, total",233,28,"1990","2017"
"1326","SL.UEM.1524.FE.NE.ZS","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",205,57,"1960","2016"
"1327","SL.UEM.1524.FE.ZS","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",232,27,"1991","2017"
